,Price,Area,Location,No. of Bedrooms,Gymnasium,Car Parking,Landscaped Gardens,Swimming Pool
5233,11800000,900,Sanpada,2,Yes,Yes,Yes,Yes
5234,13500000,910,Sanpada,2,Yes,Yes,Yes,Yes
5235,21500000,1645,Sanpada,3,Yes,Yes,Yes,No
5236,20000000,1250,Sanpada,3,Yes,Yes,Yes,Yes
5237,19500000,1215,Sanpada,3,Yes,Yes,Yes,Yes
5238,11000000,1580,Ulwe,3,Yes,Yes,Yes,Yes
5239,9000000,600,Sanpada,1,Yes,Yes,Yes,Yes
5240,18000000,1435,Sanpada,2,Yes,Yes,Yes,Yes
5241,22000000,1640,Sanpada,3,Yes,Yes,Yes,Yes
5242,16500000,1313,Sanpada,2,Yes,Yes,Yes,Yes
5243,7900000,1491,Bhiwandi,3,Yes,Yes,Yes,Yes
5244,24000000,1600,Sanpada,3,No,No,No,No
5245,4750000,960,Kalyan West,2,Yes,No,No,No
5247,9200000,560,Dahisar West,1,No,No,No,No
5248,25000000,600,Santacruz West,1,No,Yes,No,No
5249,15000000,1400,Thane West,3,Yes,Yes,Yes,No
5250,4200000,695,Ulwe,1,No,No,No,No
5251,6000000,1000,Ulwe,2,No,No,No,No
5252,8000000,1140,Ulwe,2,Yes,Yes,Yes,No
5253,8000000,1140,Ulwe,2,Yes,Yes,Yes,No
5254,5990000,901,Thane West,2,Yes,Yes,Yes,Yes
5255,5990000,901,Thane West,2,Yes,Yes,Yes,Yes
5256,3600000,800,Virar,2,No,No,No,No
5257,10000000,750,Malad West,2,No,No,No,No
5260,14000000,580,Borivali West,1,Yes,Yes,No,Yes
5261,12000000,500,Borivali West,1,Yes,No,No,No
5262,10800000,550,Borivali West,1,No,No,No,No
5263,8900000,600,Borivali West,1,No,No,No,No
5264,13799999,700,Mulund West,2,Yes,No,Yes,Yes
5265,12500000,996,Ghatkopar West,2,Yes,No,No,No
5266,16500000,1358,Ghatkopar West,3,Yes,No,No,No
5267,3500000,650,Dronagiri,1,No,No,No,No
5268,17700000,771,Malad West,2,No,No,No,Yes
5269,17600000,769,Malad West,2,No,No,No,Yes
5270,22400000,978,Malad West,3,No,No,No,Yes
5271,16800000,734,Malad West,2,No,No,No,Yes
5272,16800000,733,Malad West,2,No,No,No,Yes
5273,9601000,1075,Thane West,2,Yes,Yes,Yes,Yes
5274,7929000,907,Thane West,2,Yes,Yes,Yes,Yes
5275,3600000,640,Dronagiri,1,No,No,No,No
5276,4837000,774,Dombivali,1,Yes,Yes,No,Yes
5277,6187000,990,Dombivali,2,Yes,Yes,No,Yes
5278,8212000,1314,Dombivali,3,Yes,Yes,No,Yes
5279,6637000,1062,Dombivali,2,Yes,Yes,No,Yes
5280,7481000,1197,Dombivali,3,Yes,Yes,No,Yes
5281,6862000,1098,Dombivali,2,Yes,Yes,No,Yes
5282,4556000,729,Dombivali,1,Yes,Yes,No,Yes
5283,2700000,450,Ulwe,1,No,No,No,No
5284,2700000,450,Ulwe,1,No,No,No,No
5285,18500000,1290,Malad East,2,Yes,Yes,No,Yes
5286,8500000,1050,Vasai,3,No,Yes,Yes,No
5288,4000000,640,Karanjade,1,No,No,No,No
5290,10700000,800,Dahisar West,2,No,No,No,No
5291,9800000,873,Sector 9 Airoli,2,No,No,No,No
5294,7000000,900,Mira Road East,2,Yes,No,No,No
5295,10800000,1180,Mira Road East,2,Yes,Yes,Yes,No
5296,21500000,1100,Chembur,2,No,No,No,No
5298,2500000,310,Powai,1,No,No,No,No
5299,4000000,680,Panvel,1,No,No,No,No
5300,9000000,1412,Mira Road East,2,Yes,No,No,Yes
5301,6300000,550,Thane West,1,Yes,Yes,Yes,Yes
5302,7500000,580,Borivali West,1,No,No,No,No
5303,16800000,800,Chembur,2,No,No,No,No
5304,2900000,225,Malad West,1,No,No,No,No
5305,2850000,225,Malad West,1,No,No,No,No
5306,13200000,1525,Mira Road East,2,Yes,Yes,Yes,Yes
5307,13100000,1400,Mira Road East,3,Yes,No,No,Yes
5308,3600000,600,Vasai,1,No,Yes,No,No
5309,18500000,1150,Andheri East,2,Yes,No,Yes,Yes
5310,8700000,900,Thane West,2,Yes,No,No,Yes
5311,14000000,700,Chembur,2,No,No,No,No
5313,2850000,575,Diva Gaon,1,No,No,No,No
5314,4500000,565,Mira Road East,1,No,No,No,No
5315,17300000,970,Powai,2,Yes,Yes,Yes,Yes
5316,11100000,602,Powai,1,Yes,Yes,No,Yes
5317,2900000,225,Malad West,1,No,No,No,No
5318,7400000,650,Thane West,1,Yes,Yes,Yes,Yes
5319,7500000,580,Borivali West,1,No,No,No,No
5322,18700000,980,Kandivali West,2,Yes,No,No,No
5323,10200000,1500,Kalyan West,3,Yes,No,No,Yes
5324,4400000,450,Mira Road East,1,No,No,No,No
5325,5100000,1017,Bhiwandi,2,Yes,Yes,Yes,Yes
5326,4500000,927,Bhiwandi,2,Yes,Yes,Yes,Yes
5327,15500000,910,Powai,2,Yes,Yes,No,Yes
5328,6300000,365,Kandivali East,1,No,No,No,Yes
5329,4700000,1017,Bhiwandi,2,Yes,Yes,Yes,Yes
5330,5800000,1021,Bhiwandi,2,No,No,No,No
5331,5800000,1021,Bhiwandi,2,Yes,No,No,Yes
5332,3600000,1200,Kewale,2,Yes,Yes,No,Yes
5333,5000000,1017,Bhiwandi,2,Yes,Yes,Yes,Yes
5334,3700000,1100,Kewale,2,Yes,Yes,No,Yes
5335,8000000,1300,Panvel,3,Yes,Yes,No,No
5336,7500000,1050,Seawoods,2,No,No,No,No
5337,6000000,1080,Bhiwandi,2,Yes,Yes,Yes,Yes
5338,5800000,1080,Bhiwandi,2,Yes,Yes,Yes,Yes
5339,23500000,1750,Koper Khairane,3,No,No,No,No
5340,5600000,1080,Bhiwandi,2,Yes,Yes,Yes,Yes
5342,8000000,995,Dombivli (West),2,No,No,No,No
5343,5000000,700,Ulwe,1,No,No,No,No
5344,5000000,700,Ulwe,1,Yes,No,No,No
5345,8200000,1034,Dombivli (West),2,No,No,No,No
5346,9300000,1060,Mira Road East,2,Yes,Yes,Yes,Yes
5347,5400000,697,Ulwe,1,No,No,No,No
5348,6700000,850,Thane West,2,Yes,Yes,Yes,Yes
5350,3900000,640,Karanjade,1,No,No,No,No
5351,3900000,640,Karanjade,1,No,No,No,No
5352,5400000,655,Kamothe,1,Yes,Yes,No,No
5355,6800000,800,Panvel,2,Yes,No,Yes,Yes
5356,11000000,550,Santacruz East,1,No,No,No,No
5357,19000000,1566,Malad West,3,Yes,No,No,No
5358,7500000,495,Malad West,1,No,No,No,No
5359,15000000,1350,Belapur,2,Yes,Yes,Yes,Yes
5360,5500000,1080,Bhiwandi,2,Yes,Yes,Yes,Yes
5361,25000000,1650,Belapur,3,Yes,No,No,Yes
5362,10000000,700,Chembur,1,No,No,No,No
5363,4800000,550,Mira Road East,1,No,Yes,No,No
5364,4800000,550,Mira Road East,1,No,Yes,No,No
5365,14000000,1154,Vashi,2,Yes,No,No,Yes
5366,8500000,1045,Kamothe,2,Yes,No,Yes,Yes
5367,22000000,1715,Kharghar,3,No,No,No,No
5368,24500000,1550,Belapur,3,No,No,No,No
5369,24500000,1550,Belapur,3,Yes,No,No,Yes
5370,3325000,665,Dombivali,1,Yes,No,Yes,No
5371,3325000,665,Dombivali,1,Yes,Yes,No,No
5373,19500000,550,Mahalaxmi,1,No,No,No,No
5374,8500000,630,Jogeshwari West,1,No,No,No,No
5375,6800000,574,Dahisar,1,Yes,No,Yes,Yes
5376,15000000,800,Jogeshwari West,2,No,No,No,No
5379,16500000,1660,Kharghar,3,Yes,Yes,Yes,Yes
5380,20000000,1250,Malad West,3,Yes,No,No,No
5381,9000000,492,Dahisar,1,No,No,No,No
5382,9000000,492,Dahisar,1,No,No,No,No
5383,8000000,1350,Vasai West,3,No,No,No,No
5384,14000000,1015,Kandivali West,2,No,No,No,No
5385,7000000,750,Kharghar,2,Yes,No,Yes,No
5386,7000000,750,Kharghar,2,Yes,No,Yes,No
5387,23500000,1444,Powai,2,Yes,Yes,Yes,Yes
5388,7600000,1050,Ulwe,2,No,No,No,No
5389,2836000,709,Ambernath West,1,No,No,No,No
5390,5500000,727,Ulwe,1,No,No,No,No
5391,6800000,1050,Mira Road East,2,Yes,No,No,Yes
5393,24000000,1500,Thane West,3,Yes,Yes,Yes,Yes
5394,3700000,607,Kalyan West,1,No,No,No,No
5395,8500000,990,Thane West,3,Yes,Yes,Yes,Yes
5396,9000000,1250,Mira Road East,3,No,No,No,No
5399,21300000,1160,Malad East,2,Yes,No,No,Yes
5401,23000000,1440,Malad West,2,Yes,Yes,Yes,Yes
5402,11000000,650,Mulund West,1,Yes,No,No,No
5403,23200000,600,Juhu,1,No,No,No,No
5405,6600000,700,Mira Road East,1,Yes,No,No,Yes
5407,12000000,1650,Ulwe,3,Yes,Yes,Yes,Yes
5408,23100000,600,Andheri West,1,No,Yes,No,No
5410,6000000,550,Dahisar,1,Yes,No,Yes,Yes
5411,5800000,800,Vasai,2,Yes,No,No,Yes
5412,7700000,950,Mira Road East,2,No,No,No,No
5413,8800000,1185,Ulwe,2,Yes,Yes,No,Yes
5414,15100000,1450,Ghansoli,3,No,No,No,No
5416,6300000,570,Kalyan West,1,No,No,No,No
5419,17500000,1150,Goregaon West,2,Yes,No,No,Yes
5420,5500000,785,Dombivli (West),1,No,No,No,No
5421,17500000,750,Chembur,2,No,No,No,No
5422,9000000,520,Kandivali West,1,No,No,No,No
5424,15300000,850,Chembur,2,No,No,No,No
5425,4800000,350,Malad West,1,No,No,No,No
5426,12000000,1150,Kharghar,2,Yes,Yes,Yes,Yes
5427,12000000,1150,Kharghar,2,Yes,Yes,Yes,Yes
5428,20000000,1000,Santacruz East,2,No,No,No,No
5430,2700000,649,Taloja,1,No,No,No,No
5431,8500000,1115,Kalyan West,2,No,No,No,No
5432,9000000,1005,Kharghar,2,Yes,No,No,Yes
5433,11800000,1440,Panvel,3,Yes,Yes,Yes,Yes
5434,9500000,605,Ghatkopar West,1,No,No,No,No
5435,10800000,1280,Panvel,3,Yes,Yes,Yes,Yes
5436,3050000,565,Panvel,1,No,No,Yes,No
5437,8200000,1055,Panvel,2,Yes,Yes,Yes,Yes
5438,8000000,1005,Panvel,2,Yes,Yes,Yes,Yes
5439,2900000,570,Adaigaon,1,No,No,No,No
5440,6200000,880,Kalyan West,2,No,No,No,No
5441,8800000,990,Mira Road East,2,No,Yes,No,No
5442,20000000,750,Ghatkopar West,2,Yes,No,No,Yes
5443,8200000,1005,Panvel,2,Yes,Yes,Yes,Yes
5444,8400000,1055,Panvel,2,Yes,Yes,Yes,Yes
5445,8000000,1020,Panvel,2,Yes,Yes,Yes,Yes
5446,9300000,1075,Panvel,2,Yes,Yes,Yes,Yes
5447,6500000,1240,Panvel,2,Yes,Yes,Yes,Yes
5448,9500000,1050,Koper Khairane,2,No,No,No,No
5449,5700000,590,Thane West,1,No,No,Yes,No
5450,22000000,1350,Belapur,3,Yes,No,No,Yes
5451,13000000,1001,Belapur,2,No,No,No,Yes
5452,7000000,1245,Panvel,2,Yes,Yes,Yes,Yes
5454,17000000,776,Chembur,2,Yes,Yes,Yes,Yes
5455,3500000,1200,Boisar,3,No,No,No,No
5456,2150000,465,Boisar,1,No,No,No,No
5457,4000000,1050,Virar,2,Yes,Yes,No,Yes
5458,23000000,1000,Juhu,2,No,No,No,No
5459,3650000,725,Ambernath East,1,Yes,Yes,Yes,Yes
5460,2500000,600,Virar West,1,No,No,No,No
5461,6500000,695,Koper Khairane,1,No,No,Yes,No
5462,2950000,420,Dombivli (West),1,No,No,No,No
5463,7500000,800,Kalyan West,2,No,No,No,No
5464,4600000,700,Dombivli (West),1,No,No,No,No
5465,4800000,350,Santacruz East,1,No,No,No,No
5466,7000000,350,Santacruz East,1,No,No,No,No
5468,8500000,1260,Kharghar,2,Yes,Yes,No,No
5470,12500000,1250,Ulwe,2,Yes,Yes,No,Yes
5471,5300000,660,Kamothe,1,No,No,No,No
5472,3750000,645,Ulwe,1,No,No,No,No
5473,3700000,620,Ulwe,1,No,No,No,No
5474,3675000,610,Ulwe,1,No,No,No,No
5475,4300000,375,Thane West,1,Yes,No,No,Yes
5476,7800000,985,Beturkar Pada,2,No,No,No,No
5477,12800000,1000,Thane West,2,Yes,No,Yes,Yes
5482,18500000,1200,Borivali West,2,No,No,No,No
5483,11000000,1096,Kharghar,2,Yes,No,Yes,Yes
5486,6542000,1150,Dombivali,2,Yes,Yes,Yes,Yes
5488,14500000,1660,Ulwe,3,Yes,Yes,Yes,Yes
5489,4475000,700,Dombivali,1,Yes,Yes,Yes,Yes
5491,12500000,900,Kandivali West,2,No,No,No,No
5492,11500000,1240,Ulwe,2,Yes,Yes,Yes,Yes
5494,10300000,1252,Kamothe,2,Yes,Yes,Yes,Yes
5495,17000000,1050,Goregaon West,3,No,No,No,No
5496,12500000,1240,Ulwe,2,Yes,Yes,Yes,Yes
5497,15100000,1238,Ghatkopar West,3,Yes,No,No,No
5498,22500000,1650,Goregaon West,3,Yes,No,No,Yes
5499,7600000,880,Thane West,2,Yes,Yes,Yes,Yes
5502,7000000,1520,Taloja,3,Yes,No,No,Yes
5503,4900000,1055,Taloja,2,Yes,No,No,Yes
5505,3100000,375,Mira Road East,1,No,No,No,No
5506,7100000,1200,Panvel,2,Yes,No,Yes,Yes
5507,10800000,1280,Panvel,3,Yes,Yes,Yes,Yes
5508,8800000,1005,Panvel,2,Yes,Yes,Yes,Yes
5509,8200000,950,Panvel,2,Yes,Yes,Yes,Yes
5510,9000000,1227,Kharghar,2,Yes,Yes,Yes,Yes
5512,4396000,774,Dombivali,1,Yes,Yes,Yes,Yes
5513,15200000,1697,Kharghar,3,Yes,No,No,Yes
5514,11500000,1100,Kharghar,2,Yes,No,Yes,Yes
5515,8800000,1185,Ulwe,2,Yes,No,No,No
5516,4500000,518,Dombivali East,1,No,No,No,No
5517,22000000,1100,Malad West,2,Yes,Yes,No,Yes
5518,13799999,1257,Kharghar,2,Yes,No,No,Yes
5519,13799999,870,Charkop,2,No,No,No,No
5520,4200000,635,Kalyan West,1,Yes,Yes,Yes,Yes
5521,9000000,600,Chembur,1,No,No,No,No
5522,8200000,1150,Panvel,2,Yes,Yes,Yes,Yes
5523,14500000,1309,Kharghar,2,Yes,Yes,Yes,Yes
5524,12500000,1068,Malad West,2,Yes,Yes,Yes,Yes
5526,4600000,700,Kalyan West,1,Yes,Yes,Yes,Yes
5527,16900000,850,Andheri East,2,No,No,No,No
5530,7000000,947,Kalyan West,2,Yes,Yes,Yes,Yes
5532,17900000,1400,Kandivali West,3,No,No,No,No
5534,8500000,1300,Kalyan West,3,No,No,No,No
5535,2700000,315,Dombivali,1,No,No,No,Yes
5536,12700000,1065,Kandivali West,2,No,No,No,No
5537,14500000,1309,Kharghar,2,Yes,No,No,No
5538,4000000,740,Kalyan West,1,No,No,No,Yes
5539,12000000,975,Kandivali West,2,No,No,No,No
5540,11000000,1100,Nerul,2,No,No,No,No
5541,13200000,925,Jogeshwari East,2,No,Yes,Yes,No
5542,8000000,850,Kalwa,2,No,No,No,No
5543,9000000,950,Koper Khairane,2,No,No,No,No
5547,19800000,926,Govandi,2,No,No,No,No
5548,17500000,1000,Mulund West,2,Yes,No,No,No
5549,21000000,1050,Mulund West,2,No,No,No,No
5550,13500000,1000,Thane West,2,No,No,No,No
5551,16500000,1550,Thane West,3,No,No,No,No
5552,22500000,1350,Mulund West,3,Yes,No,No,No
5553,12500000,1000,Mulund West,2,No,No,No,No
5554,12500000,1000,Mulund West,2,No,No,No,No
5555,14500000,865,Dahisar,2,Yes,Yes,Yes,Yes
5556,4278000,514,Vasai,2,No,Yes,No,No
5557,2948000,353,Vasai,1,No,Yes,No,No
5558,3847000,487,Vasai,2,No,Yes,No,No
5559,4163000,527,Vasai,2,No,Yes,No,No
5560,2804000,342,Vasai,1,No,Yes,No,No
5561,3133000,383,Vasai,1,No,Yes,No,No
5562,3100000,450,Dombivali East,1,No,No,No,No
5563,15900000,627,Mulund East,2,No,No,No,No
5564,15600000,613,Mulund East,2,No,No,No,No
5565,14800000,581,Mulund East,2,No,No,No,No
5566,15100000,593,Mulund East,2,No,No,No,No
5567,20299999,799,Mulund East,3,No,No,No,No
5568,15200000,598,Mulund East,2,No,No,No,No
5569,16500000,649,Mulund East,2,No,No,No,No
5570,8500000,525,Borivali West,1,No,No,No,No
5571,15000000,700,Andheri East,2,No,No,No,No
5572,18000000,1350,Goregaon West,3,Yes,Yes,No,Yes
5573,5200000,675,Ulwe,1,Yes,Yes,Yes,No
5574,5200000,675,Ulwe,1,Yes,Yes,Yes,Yes
5575,18000000,1351,Seawoods,3,Yes,No,No,Yes
5576,20000000,1440,Seawoods,3,Yes,Yes,Yes,Yes
5577,14200000,1055,Seawoods,2,Yes,Yes,Yes,Yes
5578,14600000,1084,Seawoods,2,Yes,No,No,Yes
5579,14600000,1084,Seawoods,2,Yes,No,No,Yes
5580,14400000,1030,Seawoods,2,Yes,Yes,Yes,No
5581,7000000,560,Kandivali West,1,No,No,No,No
5582,7000000,560,Kandivali West,1,No,No,No,No
5583,8500000,650,Kandivali West,1,No,No,No,No
5584,8500000,650,Kandivali West,1,Yes,No,No,No
5585,12900000,1066,Malad West,2,No,No,No,No
5586,18000000,1350,Goregaon West,3,Yes,Yes,No,Yes
5587,23400000,1150,Thane West,3,Yes,Yes,No,Yes
5588,3365999,990,Boisar,3,Yes,Yes,Yes,Yes
5589,9200000,1137,Mira Road East,2,Yes,Yes,Yes,Yes
5590,9200000,750,Malad West,1,Yes,No,No,No
5591,17800000,1350,Malad West,3,Yes,Yes,Yes,Yes
5592,13000000,990,Malad West,2,Yes,Yes,No,Yes
5593,16000000,1200,Dahisar,2,Yes,No,No,No
5594,13700000,990,Kandivali West,2,No,No,No,No
5595,13700000,990,Kandivali West,2,No,No,No,No
5596,9500000,600,Borivali West,1,No,No,No,No
5597,18800000,1450,Kandivali West,2,Yes,No,No,Yes
5598,18800000,1450,Kandivali West,2,Yes,No,No,Yes
5599,18900000,1404,Malad West,3,Yes,No,Yes,Yes
5600,18800000,1350,Malad West,3,Yes,Yes,No,Yes
5601,10000000,800,Andheri West,2,No,No,No,No
5602,10000000,800,Andheri West,2,No,No,No,No
5603,8800000,750,Malad West,1,Yes,No,No,No
5604,10000000,750,Malad West,1,Yes,Yes,No,Yes
5605,10000000,750,Malad West,1,Yes,Yes,No,Yes
5606,12200000,880,Borivali East,2,No,No,No,No
5607,11500000,1050,Thane West,2,Yes,No,No,Yes
5608,4500000,735,Kalyan West,1,No,No,No,No
5609,4500000,725,Kalyan West,1,No,No,No,No
5610,13000000,900,Borivali West,2,No,No,No,No
5611,8800000,980,Malad West,1,Yes,Yes,Yes,Yes
5612,8800000,980,Malad West,1,Yes,Yes,Yes,Yes
5613,10000000,750,Malad West,1,Yes,Yes,No,Yes
5614,4700000,375,Thane West,1,Yes,No,Yes,Yes
5615,12100000,890,Malad West,2,Yes,No,Yes,Yes
5616,13000000,1350,Thane West,3,Yes,No,Yes,Yes
5617,18200000,1500,Kandivali West,3,Yes,Yes,Yes,Yes
5618,4100000,585,Mira Road East,1,No,No,No,No
5619,22000000,550,Bandra West,1,No,No,No,No
5620,5800000,868,Kalyan West,2,Yes,Yes,No,Yes
5621,4400000,676,Kalyan West,1,Yes,Yes,No,Yes
5622,8000000,972,Mira Road East,2,Yes,No,No,Yes
5624,20000000,888,Goregaon West,2,Yes,No,No,Yes
5627,13000000,550,Santacruz East,1,No,No,No,No
5628,13500000,650,Santacruz East,1,No,No,No,No
5629,25000000,1000,Santacruz East,3,No,No,No,No
5630,7500000,450,Santacruz East,1,No,No,No,No
5631,13300000,910,Malad East,2,Yes,Yes,Yes,Yes
5632,12300000,1700,Kalyan East,3,Yes,No,No,No
5633,5750000,975,Karanjade,2,No,No,No,No
5634,21700000,954,Andheri West,2,Yes,No,No,Yes
5636,22000000,985,Andheri West,3,Yes,No,No,Yes
5637,8200000,650,Malad West,1,Yes,Yes,No,Yes
5638,8800000,650,Malad West,1,Yes,Yes,No,Yes
5639,8400000,650,Malad West,1,No,No,Yes,No
5640,8400000,650,Malad West,1,Yes,No,Yes,Yes
5641,9500000,600,Borivali West,1,No,No,No,No
5642,5742000,725,Mira Road East,1,Yes,Yes,Yes,Yes
5643,8355000,1055,Mira Road East,2,Yes,Yes,Yes,Yes
5644,13500000,880,Wadala,2,No,No,No,No
5645,13000000,1050,Mulund West,2,No,No,No,No
5646,13000000,1050,Mulund West,2,No,No,No,No
5647,5600000,600,Dahisar,1,Yes,No,Yes,Yes
5648,8064000,1100,Kalyan East,2,Yes,No,No,No
5649,15300000,688,Malad West,2,Yes,Yes,Yes,Yes
5650,20299999,890,Malad West,3,Yes,Yes,Yes,Yes
5651,16200000,727,Malad West,2,Yes,Yes,Yes,Yes
5652,16299999,716,Malad West,2,Yes,Yes,Yes,Yes
5655,3800000,650,Karanjade,1,No,No,No,No
5656,4200000,680,Karanjade,1,No,No,No,No
5657,17000000,547,Ville Parle East,1,Yes,Yes,Yes,Yes
5666,6800000,890,Mira Road East,2,Yes,No,Yes,No
5667,7500000,1060,Mira Road East,2,Yes,No,Yes,No
5668,7600000,960,Mira Road East,2,Yes,No,Yes,No
5669,13200000,1525,Mira Road East,3,Yes,Yes,Yes,Yes
5670,9000000,650,Bhandup West,1,No,No,No,No
5671,21700000,1250,Malad East,3,Yes,Yes,Yes,No
5672,12500000,650,Santacruz East,1,No,No,No,No
5673,8500000,1000,Kharghar,2,Yes,No,No,No
5674,8500000,1000,Kharghar,2,Yes,No,No,No
5675,14500000,1200,Thane West,3,No,No,No,No
5676,14500000,1200,Thane West,3,Yes,No,No,Yes
5677,12000000,1026,Thane West,2,No,No,No,No
5678,12000000,1026,Thane West,2,Yes,No,No,Yes
5679,8500000,945,Mira Road East,2,Yes,Yes,No,Yes
5680,4700000,525,Dombivli (West),1,No,No,No,No
5681,5600000,645,Mira Road East,1,Yes,Yes,No,Yes
5682,5600000,645,Mira Road East,1,Yes,Yes,No,Yes
5683,7000000,600,Airoli,1,No,No,No,No
5684,10000000,500,Mulund West,1,No,No,No,No
5685,12000000,1080,Thane West,3,Yes,Yes,Yes,Yes
5686,7400000,977,Kalyan West,2,Yes,No,No,Yes
5687,11500000,950,Thane West,2,No,No,Yes,No
5688,16800000,1150,Kanjurmarg,2,Yes,Yes,Yes,Yes
5689,2900000,500,Taloja,1,Yes,No,No,Yes
5690,2400000,590,Virar West,1,No,No,No,No
5691,2600000,620,Nala Sopara,1,No,No,No,No
5692,2400000,580,Nala Sopara,1,No,No,No,No
5693,2330000,585,Nala Sopara,1,No,No,No,No
5694,2500000,580,Nala Sopara,1,Yes,No,No,No
5695,2350000,485,Nala Sopara,1,No,No,No,No
5696,2400000,600,Nalasopara West,1,No,No,No,No
5697,2400000,594,Nala Sopara,1,No,Yes,Yes,No
5698,2265000,580,Nalasopara West,1,No,No,No,No
5699,2925000,760,Nala Sopara,1,No,No,No,No
5700,2400000,500,Nalasopara West,1,No,No,No,No
5701,2300000,560,Nalasopara West,1,No,No,No,No
5702,2500000,560,Nalasopara West,1,No,No,No,No
5703,2200000,550,Nala Sopara,1,Yes,Yes,Yes,Yes
5704,2445000,585,Nala Sopara,1,No,Yes,Yes,No
5705,2500000,590,Nalasopara West,1,No,No,No,No
5706,2400000,580,Nala Sopara,1,Yes,No,No,No
5707,2450000,560,Nala Sopara,1,No,No,No,No
5708,2150000,525,Nalasopara West,1,No,No,No,No
5709,2700000,572,Nala Sopara,1,Yes,Yes,No,Yes
5710,2565000,620,Nala Sopara,1,No,No,No,No
5711,2450000,560,Nala Sopara,1,No,No,No,No
5712,2800000,585,Nalasopara West,1,No,No,No,No
5713,2600000,545,Nala Sopara,1,Yes,Yes,Yes,Yes
5714,2000000,580,Nala Sopara,1,No,No,No,No
5715,2515000,710,Nala Sopara,2,No,No,No,No
5716,2330000,590,Nala Sopara,1,No,No,No,No
5717,2250000,590,Nala Sopara,1,No,No,No,No
5718,2350000,594,Nala Sopara,1,No,Yes,Yes,No
5719,2600000,580,Nala Sopara,1,No,No,No,No
5720,2350000,585,Nala Sopara,1,Yes,No,Yes,No
5721,2350000,525,Nala Sopara,1,No,No,No,No
5722,2345000,525,Nala Sopara,1,No,No,No,No
5723,2500000,550,Nala Sopara,1,Yes,Yes,Yes,Yes
5724,2400000,595,Nala Sopara,1,Yes,Yes,No,Yes
5725,2500000,594,Nala Sopara,1,Yes,Yes,Yes,No
5726,2300000,585,Nala Sopara,1,Yes,Yes,Yes,Yes
5727,2750000,585,Nala Sopara,1,No,No,No,No
5728,2500000,590,Nalasopara West,1,No,No,No,No
5729,2150000,525,Nala Sopara,1,No,No,No,No
5730,2900000,585,Nalasopara West,1,No,No,No,No
5731,2255000,580,Nalasopara West,1,No,No,No,No
5732,2310000,590,Nala Sopara,1,No,No,No,No
5733,2600000,585,Nala Sopara,1,No,Yes,Yes,No
5734,2700000,615,Nalasopara West,1,No,No,No,No
5735,2400000,590,Nala Sopara,1,No,Yes,Yes,Yes
5736,2320000,570,Nala Sopara,1,Yes,No,Yes,Yes
5737,2400000,590,Nalasopara West,1,No,No,No,No
5738,2650000,520,Nalasopara West,1,No,No,No,No
5739,4099000,850,Nalasopara West,2,No,No,No,No
5740,2700000,535,Nala Sopara,1,Yes,Yes,Yes,Yes
5741,2500000,445,Nala Sopara,1,No,Yes,Yes,No
5742,2200000,500,Nalasopara West,1,No,No,No,No
5743,2650000,630,Nala Sopara,1,No,Yes,Yes,No
5744,2150000,580,Nala Sopara,1,No,No,No,No
5745,2700000,630,Nalasopara West,1,No,No,No,No
5746,2250000,525,Nalasopara West,1,No,No,No,No
5747,2150000,500,Nalasopara West,1,No,No,No,No
5748,2300000,560,Nala Sopara,1,No,No,No,No
5749,2250000,580,Nala Sopara,1,Yes,No,No,No
5750,2500000,555,Nala Sopara,1,No,No,No,No
5751,2440000,585,Nala Sopara,1,No,Yes,Yes,No
5752,2500000,545,Nala Sopara,1,No,No,No,No
5753,2300000,560,Nala Sopara,1,No,No,No,No
5754,2550000,355,Nalasopara West,1,No,No,No,No
5755,2500000,620,Nalasopara West,1,No,No,No,No
5756,2300000,590,Nalasopara West,1,No,No,No,No
5757,2400000,575,Nala Sopara,1,Yes,Yes,Yes,No
5758,2150000,580,Nala Sopara,1,Yes,No,No,No
5759,2450000,585,Nala Sopara,1,No,Yes,Yes,No
5760,2156000,580,Nala Sopara,1,Yes,No,No,No
5761,2400000,594,Nala Sopara,1,No,Yes,Yes,No
5762,2305000,555,Nala Sopara,1,No,No,No,No
5763,13000000,750,Jogeshwari West,1,No,No,No,No
5764,13000000,750,Jogeshwari West,1,No,No,No,No
5766,14500000,1100,Thane West,2,Yes,Yes,Yes,Yes
5767,22000000,1800,Belapur,3,Yes,No,Yes,Yes
5768,14000000,1225,Belapur,2,Yes,No,Yes,Yes
5769,14600000,829,Kandivali West,2,Yes,Yes,Yes,No
5770,9800000,720,Kandivali West,1,Yes,Yes,Yes,Yes
5771,13899999,893,Kandivali West,2,Yes,Yes,Yes,Yes
5772,3400000,380,Mira Road East,1,No,No,No,No
5773,9800000,600,Goregaon West,1,No,No,No,No
5774,15100000,1050,Borivali West,2,No,No,No,No
5776,4000000,720,Kalyan West,1,Yes,Yes,Yes,Yes
5777,16000000,650,Andheri West,1,No,No,No,No
5778,19500000,1000,Andheri West,2,No,No,No,Yes
5779,15000000,650,Andheri West,1,No,No,No,No
5780,15000000,650,Andheri West,1,No,No,No,Yes
5781,4300000,595,Kalyan West,1,Yes,Yes,Yes,Yes
5782,8600000,575,Kandivali East,1,No,No,No,No
5783,10500000,999,Kalyan West,2,Yes,No,Yes,Yes
5784,13000000,510,Parel,1,No,No,No,No
